Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,128.02999877929688,128.25999450683594,123.51000213623047,124.48999786376953,124.48999786376953,800600
2022-01-04,123.33000183105469,124.19000244140625,116.87999725341797,119.63999938964844,119.63999938964844,1134600
2022-01-05,117.87000274658203,119.08000183105469,115.02999877929688,116.05999755859375,116.05999755859375,2105600
2022-01-06,115.30000305175781,118.97000122070312,112.6510009765625,116.91999816894531,116.91999816894531,1318500
2022-01-07,116.87999725341797,118.26000213623047,115.2300033569336,115.45999908447266,115.45999908447266,2317100
2022-01-10,118.5,119.72000122070312,115.13999938964844,118.30999755859375,118.30999755859375,1669500
2022-01-11,118.30999755859375,119.2300033569336,114.55500030517578,117.83000183105469,117.83000183105469,951500
2022-01-12,117.26000213623047,118.0199966430664,114.5,115.37999725341797,115.37999725341797,1058600
2022-01-13,115.16999816894531,115.3550033569336,109.58000183105469,109.9800033569336,109.9800033569336,1116700
2022-01-14,108.95999908447266,110.69000244140625,106.25,108.23999786376953,108.23999786376953,1291700
2022-01-18,106.12999725341797,106.95999908447266,103.73999786376953,103.93000030517578,103.93000030517578,1336900
2022-01-19,104.58000183105469,105.80000305175781,102.52999877929688,102.55999755859375,102.55999755859375,865500
2022-01-20,103.0,105.06999969482422,101.6500015258789,102.0199966430664,102.0199966430664,1262200
2022-01-21,102.18000030517578,103.4000015258789,100.54000091552734,102.08000183105469,102.08000183105469,1174800
2022-01-24,100.02999877929688,103.91999816894531,95.91000366210938,103.73999786376953,103.73999786376953,2043400
2022-01-25,101.18000030517578,102.37999725341797,98.68499755859375,100.3499984741211,100.3499984741211,1256700
2022-01-26,101.16999816894531,102.69999694824219,97.63999938964844,98.12000274658203,98.12000274658203,1170700
2022-01-27,99.51000213623047,99.69999694824219,96.29000091552734,96.87999725341797,96.87999725341797,864400
2022-01-28,97.2300033569336,99.91999816894531,95.43000030517578,99.87999725341797,99.87999725341797,1069200
2022-01-31,100.0,104.5199966430664,99.62000274658203,103.93000030517578,103.93000030517578,1541100
2022-02-01,107.91999816894531,113.69000244140625,105.5250015258789,106.56999969482422,106.56999969482422,2370600
2022-02-02,105.98999786376953,108.2249984741211,104.4000015258789,106.19000244140625,106.19000244140625,1444700
2022-02-03,104.04000091552734,105.2699966430664,102.8949966430664,103.05000305175781,103.05000305175781,934600
2022-02-04,102.55999755859375,103.62000274658203,101.79000091552734,102.6500015258789,102.6500015258789,921700
2022-02-07,102.88999938964844,105.69000244140625,102.80999755859375,103.18000030517578,103.18000030517578,708900
2022-02-08,101.70999908447266,102.12000274658203,100.12000274658203,101.18000030517578,101.18000030517578,1246400
2022-02-09,102.05999755859375,103.9000015258789,101.88500213623047,103.66000366210938,103.66000366210938,1380600
2022-02-10,100.95999908447266,104.22000122070312,100.88999938964844,101.3499984741211,101.3499984741211,1179000
2022-02-11,100.91999816894531,102.42400360107422,98.83000183105469,99.23999786376953,99.23999786376953,1153100
2022-02-14,99.0999984741211,100.08000183105469,97.5999984741211,98.97000122070312,98.97000122070312,1018600
2022-02-15,100.7300033569336,101.19000244140625,98.52999877929688,99.68000030517578,99.68000030517578,1065800
2022-02-16,99.12999725341797,100.1500015258789,97.91999816894531,99.93000030517578,99.93000030517578,1260900
2022-02-17,99.3499984741211,99.52999877929688,97.9000015258789,97.97000122070312,97.97000122070312,1016300
2022-02-18,98.0199966430664,99.72000122070312,97.87999725341797,99.04000091552734,99.04000091552734,1072300
2022-02-22,97.8499984741211,99.20999908447266,96.91999816894531,97.86000061035156,97.86000061035156,1305100
2022-02-23,98.05999755859375,98.68499755859375,93.8550033569336,94.19000244140625,94.19000244140625,1431000
2022-02-24,92.0999984741211,99.2300033569336,91.16999816894531,99.08000183105469,99.08000183105469,1229700
2022-02-25,98.91000366210938,102.5,97.20999908447266,102.3499984741211,102.3499984741211,1147300
2022-02-28,101.37000274658203,102.20999908447266,100.16000366210938,102.04000091552734,102.04000091552734,1345800
2022-03-01,102.0999984741211,102.86000061035156,101.0999984741211,102.0,102.0,954300
2022-03-02,102.37000274658203,104.08999633789062,102.0999984741211,102.55000305175781,102.55000305175781,1255600
2022-03-03,103.44000244140625,103.44000244140625,100.8949966430664,101.77999877929688,101.77999877929688,922900
2022-03-04,101.3499984741211,102.18000030517578,99.37999725341797,100.36000061035156,100.36000061035156,1213600
2022-03-07,100.05000305175781,100.41999816894531,97.58999633789062,98.55000305175781,98.55000305175781,1537200
2022-03-08,96.76000213623047,98.77999877929688,93.30000305175781,94.19999694824219,94.19999694824219,1351100
